,Name,Link,Year,Publisher,Platform
29780,unbox: newbie's adventure,https://www.uvlist.net/game-246014-Unbox+Newbies+Adventure,2017,Merge Games ,Xbox One
29781,uncanny valley,https://www.uvlist.net/game-209456-Uncanny+Valley,2015,Cowardly Creations,Windows
29782,uncanny valley,https://www.uvlist.net/game-246015-Uncanny+Valley,2017,Cowardly Creations,PS4
29783,uncanny valley,https://www.uvlist.net/game-246016-Uncanny+Valley,2017,Digerati ,Xbox One
29784,uncanny valley,https://www.uvlist.net/game-275448-Uncanny+Valley,2018,Digerati,Switch
29785,unchainblades exiv,https://www.uvlist.net/game-188983-UnchainBlades+Exiv,?,? ,3DS
29786,unchainblades exxiv,https://www.uvlist.net/game-216121-UnchainBlades+EXXiV,2012,FuRyu,PSP
29787,unchainblades rexx ,https://www.uvlist.net/game-216122-UnchainBlades+ReXX,2012,XSEED Games;FuRyu ,PSP
29788,unchained blades ,https://www.uvlist.net/game-188984-Unchained+Blades,2012,Xseed Games ,3DS
29789,uncharted 2: among thieves ,https://www.uvlist.net/game-172641-Uncharted+2+Among+Thieves,2009,Sony Computer Entertainment ,PS3
29790,uncharted 3: drake's deception ,https://www.uvlist.net/game-185812-Uncharted+3+Drakes+Deception,2011,SCEA ,PS3
29791,uncharted 4: a thief's end,https://www.uvlist.net/game-206137-Uncharted+4+A+Thiefs+End,2016,Sony ,PS4
29792,uncharted tides: port royal,https://www.uvlist.net/game-274734-Uncharted+Tides+Port+Royal,2020,Artifex Mundi,Switch
29793,uncharted waters,https://www.uvlist.net/game-43256-Uncharted+Waters,1991,Koei,MS-DOS
29794,uncharted waters,https://www.uvlist.net/game-183682-Uncharted+Waters,1991,Koei,Mac OS Classic
29795,uncharted waters ,https://www.uvlist.net/game-8412-Uncharted+Waters,1991,Koei,NES
29796,uncharted waters ,https://www.uvlist.net/game-154682-Uncharted+Waters,1992,Koei,SNES
29797,uncharted waters ,https://www.uvlist.net/game-10401-Uncharted+Waters,1992,Koei,Mega Drive
29798,uncharted waters 4: porto estado ,https://www.uvlist.net/game-103361-Uncharted+Waters+4+Porto+Estado,1999,Koei,PS
29799,uncharted waters online ,https://www.uvlist.net/game-159235-Uncharted+Waters+Online,2004,KOEI,PS2
29800,uncharted waters online ,https://www.uvlist.net/game-159234-Uncharted+Waters+Online,2004,KOEI,Windows
29801,uncharted waters: new horizons ,https://www.uvlist.net/game-100657-Uncharted+Waters+New+Horizons,1994,Koei,SNES
29802,uncharted waters: new horizons ,https://www.uvlist.net/game-10402-Uncharted+Waters+New+Horizons,1994,Koei,Mega Drive
29803,uncharted waters: new horizons ,https://www.uvlist.net/game-184425-Uncharted+Waters+New+Horizons,1995,Koei,MS-DOS
29804,uncharted: drake's fortune ,https://www.uvlist.net/game-162488-Uncharted+Drakes+Fortune,2007,Sony Computer Entertainment ,PS3
29805,uncharted: fight for fortune,https://www.uvlist.net/game-194034-Uncharted+Fight+For+Fortune,2012,Sony Computer Entertainment ,PS Vita
29806,uncharted: golden abyss ,https://www.uvlist.net/game-187601-Uncharted+Golden+Abyss,2011,Sony Computer Entertainment ,PS Vita
29807,uncharted: the lost legacy,https://www.uvlist.net/game-245846-Uncharted+The+Lost+Legacy,2017,Sony Computer Entertainment ,PS4
29808,uncharted: the nathan drake collection ,https://www.uvlist.net/game-249718-Uncharted+The+Nathan+Drake+Collection,2015,Sony Computer Entertainment America ,PS4
29809,unchildish fairy tales,https://www.uvlist.net/game-268016-Unchildish+Fairy+Tales,2003,Buka Entertainment ,Windows
29810,unclaimed world,https://www.uvlist.net/game-203336-Unclaimed+World,2016,Refactored Games,Windows
29811,uncle clyde's consonant slides,https://www.uvlist.net/game-252399-Uncle+Clydes+Consonant+Slides,1993,Micrograms Publishing,Apple II E
29812,uncle clyde's consonant slides: beginning consonants,https://www.uvlist.net/game-262463-Uncle+Clydes+Consonant+Slides+Beginning+Consonants,1993,Micrograms,Apple II E
29813,uncle clyde's consonant slides: consonant blends and digraphs,https://www.uvlist.net/game-262115-Uncle+Clydes+Consonant+Slides+Consonant+Blends+and+Digraphs,1993,Micrograms,Apple II E
29814,uncle clyde's consonant slides: ending consonants,https://www.uvlist.net/game-262114-Uncle+Clydes+Consonant+Slides+Ending+Consonants,1993,Micrograms,Apple II E
29815,uncle henry's nuclear waste dump,https://www.uvlist.net/game-225070-Uncle+Henrys+Nuclear+Waste+Dump,1986,Antic,Atari 400/800
29816,uncle henry's playhouse,https://www.uvlist.net/game-186449-Uncle+Henrys+Playhouse,1996,Trilobyte,Windows
29817,uncle jack,https://www.uvlist.net/game-15445-Uncle+Jack,1984,J.J. Soft,ZX Spectrum
29818,uncle julius and the anywhere machine,https://www.uvlist.net/game-247971-Uncle+Julius+and+the+Anywhere+Machine,1997,FamilyGames ,Windows
29819,uncle poo,https://www.uvlist.net/game-177019-Uncle+Poo,1983,Diatec,Arcade
29820,uncle sam's jigsaw,https://www.uvlist.net/game-257199-Uncle+Sams+Jigsaw,1979,Muse,Apple II E
29821,uncle worm,https://www.uvlist.net/game-246018-Uncle+Worm,?,Adrian Grucza,Android
29822,uncle zebulon's will,https://www.uvlist.net/game-241571-Uncle+Zebulons+Will,?,author;Infocom ,Mac OS Classic
29823,unconventional stick swinging simulator,https://www.uvlist.net/game-217869-Unconventional+Stick+Swinging+Simulator,2015,Omiya Games,Linux
29824,uncrowded,https://www.uvlist.net/game-214584-Uncrowded,2015,MyLifeGame.RU;Kotach ,Linux
29825,uncrowded,https://www.uvlist.net/game-246019-Uncrowded,2002,Rixel Studio,Android
29826,undake 30: same game,https://www.uvlist.net/game-206589-Undake+30+Same+Game,1995,Hudson Soft,SNES
29827,undead horde,https://www.uvlist.net/game-246907-Undead+Horde,2019,10tons,Linux
29828,undead inc.,https://www.uvlist.net/game-274931-Undead+Inc.,2024,Team17 ,Windows
29829,undead knights,https://www.uvlist.net/game-172819-Undead+Knights,2009,Tecmo ,PSP
29830,undead legions,https://www.uvlist.net/game-218018-Undead+Legions,, ,Windows
29831,undead lily,https://www.uvlist.net/game-183726-Undead+Lily,TBA,Winter Wolves,Linux
29832,undead overlord,https://www.uvlist.net/game-221246-Undead+Overlord,2016,JumpCore Productions,Linux
29833,undead slayer,https://www.uvlist.net/game-194139-Undead+Slayer,2013,NHN Games,iOS
29834,undead storm,https://www.uvlist.net/game-224050-Undead+Storm,2012,Gamebridge ,3DS
29835,undead world: hero survival,https://www.uvlist.net/game-262801-Undead+World+Hero+Survival,2021,DoubleDown Interactive ,Android
29836,undead world: hero survival,https://www.uvlist.net/game-262802-Undead+World+Hero+Survival,2021,DoubleDown Interactive ,iOS
29837,undeadline ,https://www.uvlist.net/game-98030-Undeadline,?,T&E Soft,X68000
29838,undeadline ,https://www.uvlist.net/game-10403-Undeadline,1991,Palsoft;T&E Soft,Mega Drive
29839,under & over ,https://www.uvlist.net/game-251649-Under+Over,1979,Creative Computing,Ohio Scientific
29840,under & over ,https://www.uvlist.net/game-257779-Under+Over,1979,Creative Computing,Apple II E
29841,under a killing moon,https://www.uvlist.net/game-164859-Under+a+Killing+Moon,1994,Access Software,MS-DOS
29842,under a killing moon,https://www.uvlist.net/game-212484-Under+a+Killing+Moon,1995,Access Software,Mac OS Classic
29843,under ash ,https://www.uvlist.net/game-159037-Under+Ash,2001,Dar al-Fikr ,Windows
29844,under defeat,https://www.uvlist.net/game-156845-Under+Defeat,2005,G.rev,Arcade
29845,under defeat ,https://www.uvlist.net/game-156846-Under+Defeat,2006,G.rev,Dreamcast
29846,under defeat hd,https://www.uvlist.net/game-191324-Under+Defeat+HD,2012,G.rev,PS3
29847,under fire,https://www.uvlist.net/game-1680-Under+Fire,1993,Taito,Arcade
29848,under fire!,https://www.uvlist.net/game-180971-Under+Fire,1986,Avalon Hill,Apple II E
29849,under fire!,https://www.uvlist.net/game-229538-Under+Fire,1988,Avalon Hill ,MS-DOS
29850,under fire!,https://www.uvlist.net/game-266673-Under+Fire,1987,Avalon Hill ,C64
29851,under leaves,https://www.uvlist.net/game-234338-Under+Leaves,2017,Circus Atos	 ,Linux
29852,under night in-birth exe:late,https://www.uvlist.net/game-246020-Under+Night+In+Birth+Exe+Late,2015,Aksys Games,PS3
29853,under pressure,https://www.uvlist.net/game-17222-Under+Pressure,1991,Electronic Zoo,Amiga
29854,under pressure,https://www.uvlist.net/game-41031-Under+Pressure,?,Electronic Zoo,Atari ST
29855,under princess ,https://www.uvlist.net/game-246021-Under+Princess,2001,GearProducts,Windows
29856,under siege ,https://www.uvlist.net/game-159036-Under+Siege,2005,Dar al-Fikr ,Windows
29857,under southern skies ,https://www.uvlist.net/game-257200-Under+Southern+Skies,1984,Avalon Hill ,Apple II E
29858,under that rain,https://www.uvlist.net/game-213626-Under+that+Rain,2014,Bad Tales Studios,Linux
29859,under that rain,https://www.uvlist.net/game-268017-Under+that+Rain,2017,BadTale Studios,Windows
29860,under the garden,https://www.uvlist.net/game-194426-Under+the+Garden,2010,author,Windows
29861,under the gulf,https://www.uvlist.net/game-183353-Under+the+Gulf,1989,MK Productions,MS-DOS
29862,under the ice,https://www.uvlist.net/game-39790-Under+the+Ice,?,?,Atari ST
29863,under the ice,https://www.uvlist.net/game-237601-Under+the+Ice,1987,PC-SIG,MS-DOS
29864,under the moon,https://www.uvlist.net/game-269319-Under+the+Moon,2022,The Pack Studios ,Windows
29865,under the moon ,https://www.uvlist.net/game-246022-Under+the+Moon,2009,Dimple ,PS2
29866,under the skin ,https://www.uvlist.net/game-156730-Under+The+Skin,2004,Capcom ,PS2
29867,under the sycamore tree,https://www.uvlist.net/game-204352-Under+the+Sycamore+Tree,2014,Sleiphericwingsgames,Linux
29868,undercover ad2025 kei,https://www.uvlist.net/game-152777-Undercover+AD2025+Kei,1999,Sega ,Dreamcast
29869,undercover cops,https://www.uvlist.net/game-347-Undercover+Cops,1992,Irem,Arcade
29870,undercover cops,https://www.uvlist.net/game-5982-Undercover+Cops,1995,Varie ,SNES
29871,undercover cops ,https://www.uvlist.net/game-9123-Undercover+Cops,1993,Irem,GB
29872,undercover missions: kursk k-141 ,https://www.uvlist.net/game-248270-Undercover+Missions+Kursk+K+141,2015,Ravenscourt ,Windows
29873,undercover: operation wintersun,https://www.uvlist.net/game-164037-Undercover+Operation+Wintersun,2007,Lighthouse Interactive ,Windows
29874,undercroft,https://www.uvlist.net/game-167674-Undercroft,2006,Rake in Grass,WinCE
29875,undercroft,https://www.uvlist.net/game-167673-Undercroft,2006,Rake in Grass,Windows
29876,undercroft,https://www.uvlist.net/game-171675-Undercroft,2009,Rake in Grass,iOS
29877,underground,https://www.uvlist.net/game-15448-Underground,1988,System 4,ZX Spectrum
29878,underground,https://www.uvlist.net/game-45835-Underground,?,?,C16/Plus4
29879,underground,https://www.uvlist.net/game-169549-Underground,1988,System 4 ,MSX
29880,underground,https://www.uvlist.net/game-175958-Underground,2009,Chillingo,iOS
29881,underground,https://www.uvlist.net/game-180612-Underground,1981,DigiLog,TI99
29882,underground,https://www.uvlist.net/game-205012-Underground,1991,Markt & Technik,C64
29883,underground,https://www.uvlist.net/game-211440-Underground,1989,CP Verlag,C64
29884,underground,https://www.uvlist.net/game-227238-Underground,2016,tinam,Linux
29885,underground,https://www.uvlist.net/game-246023-Underground,2015,Grendel Games,Wii U
29886,underground king,https://www.uvlist.net/game-99497-Underground+King,1998,Namco,Arcade
29887,underground pool,https://www.uvlist.net/game-246025-Underground+Pool,2007,UFO Interactive,Nintendo DS
29888,underground zone,https://www.uvlist.net/game-34227-Underground+Zone,,?,C64
29889,underhero,https://www.uvlist.net/game-275449-UnderHero,2020,Digerati,Switch
29890,underhill,https://www.uvlist.net/game-237895-Underhill,1988,author,MS-DOS
29891,underlight,https://www.uvlist.net/game-41181-Underlight,1998,Lyra Studios,Windows
29892,underline,https://www.uvlist.net/game-192204-Underline,2012,Albino Pixel,Android
29893,underline ,https://www.uvlist.net/game-246026-Underline,2011,Gensou Eigakan,Windows
29894,undermine,https://www.uvlist.net/game-104081-Undermine,1984,Mastertronic,VIC-20
29895,underminer,https://www.uvlist.net/game-224573-UnderMiner,?,author,NeXT
29896,underrail ,https://www.uvlist.net/game-199755-Underrail,2015,Stygian Software	,Windows
29897,undersea adventure,https://www.uvlist.net/game-212373-Undersea+Adventure,1995,Knowledge Adventure,Mac OS Classic
29898,undersea adventure,https://www.uvlist.net/game-246890-Undersea+Adventure,1994,Knowledge Adventure;Edusoft ,MS-DOS
29899,understand ,https://www.uvlist.net/game-173674-Understand,1983,Apollo Technica,MICRO 7 - FM7
29900,understanding multiplication,https://www.uvlist.net/game-260252-Understanding+Multiplication,1986,Hartley Courseware,Apple II E
29901,undertale,https://www.uvlist.net/game-216443-Undertale,2015,author,Windows
29902,undertale,https://www.uvlist.net/game-216444-Undertale,2015,author,Mac OS X
29903,undertale,https://www.uvlist.net/game-219586-Undertale,2016,author,Linux
29904,undertale,https://www.uvlist.net/game-237808-Undertale,2017,Toby Fox,PS4
29905,undertale,https://www.uvlist.net/game-237809-Undertale,2017,Toby Fox,PS Vita
29906,undertale,https://www.uvlist.net/game-259457-Undertale,2018,tobyfox;Fangamer,Switch
29907,undertiled,https://www.uvlist.net/game-232642-Undertiled,2017,babisgeo,Linux
29908,undertow,https://www.uvlist.net/game-170979-Undertow,2007,Microsoft ,X360
29909,undertow: path of the elect,https://www.uvlist.net/game-170980-Undertow+Path+of+the+Elect,2008,Microsoft ,X360
29910,underwater,https://www.uvlist.net/game-184415-Underwater,2010,Gramo,Linux
29911,underwater the game,https://www.uvlist.net/game-175959-Underwater+the+Game,2009,GameEra,iOS
29912,underwater treasure hunt ,https://www.uvlist.net/game-185248-Underwater+Treasure+Hunt,1986,author,MS-DOS
29913,underworld,https://www.uvlist.net/game-176841-Underworld,2005,Play It ,Xbox
29914,underworld ,https://www.uvlist.net/game-228738-Underworld,1984,OziSoft ,C64
29915,underworld adventures,https://www.uvlist.net/game-187278-Underworld+Adventures,2005,?,BeOS
29916,underworld ascendant,https://www.uvlist.net/game-243637-Underworld+Ascendant,2018,505 Games ,Windows
29917,underworld ascendant,https://www.uvlist.net/game-213404-Underworld+Ascendant,TBA,Otherside Entertainment,Linux
29918,underworld dungeon,https://www.uvlist.net/game-225480-Underworld+Dungeon,2016,Panda Games ,Linux
29919,underworld hockey club,https://www.uvlist.net/game-183516-Underworld+Hockey+Club,2011,author,Linux
29920,underworld of kin ,https://www.uvlist.net/game-196986-Underworld+of+Kin,1983,Digital Concepts Computer Enterprises ,MicroBee
29921,underworld online,https://www.uvlist.net/game-185306-Underworld+Online,?,author,Linux
29922,underworld: the eternal war,https://www.uvlist.net/game-215574-Underworld+The+Eternal+War,2004,Play it! ,PS2
29923,underworld: the village ,https://www.uvlist.net/game-204588-Underworld+The+Village,1985,Orpheus,ZX Spectrum
29924,underworlds,https://www.uvlist.net/game-175960-Underworlds,2009,Pixel Mine,iOS
29925,underwurlde,https://www.uvlist.net/game-15449-Underwurlde,1984,Ultimate Play The Game,ZX Spectrum
29926,underwurlde,https://www.uvlist.net/game-36674-Underwurlde,1985,Ultimate Play The Game;Firebird ,C64
29927,undou fusoku kaishou punch de diet,https://www.uvlist.net/game-110954-Undou+Fusoku+Kaishou+Punch+de+Diet,2002,Twilight Express,PS
29928,undoukai,https://www.uvlist.net/game-9124-Undoukai,1992,Technos Japan,GB
29929,undying ,https://www.uvlist.net/game-47042-Undying,2001,Electronic Arts ,Windows
29930,undying ,https://www.uvlist.net/game-228599-Undying,2002,Aspyr,Mac OS X
29931,undyne,https://www.uvlist.net/game-225123-Undyne,2016,Jinarchy,Linux
29932,une affaire en or,https://www.uvlist.net/game-46003-Une+Affaire+en+Or,1985,Free Game Blot,Amstrad CPC
29933,une affaire en or,https://www.uvlist.net/game-163716-Une+Affaire+en+Or,1985,Free Game Blot,Thomson
29934,une affaire en or,https://www.uvlist.net/game-205417-Une+Affaire+en+Or,1984,Free Game Blot,Oric
29935,une affaire en or,https://www.uvlist.net/game-205680-Une+Affaire+en+Or,1985,Free Game Blot;Matra Datasysteme ,Tandy Coco
29936,une affaire en or,https://www.uvlist.net/game-220527-Une+Affaire+en+Or,1986,Free Game Blot,EXL 100
29937,une affaire en or,https://www.uvlist.net/game-267379-Une+Affaire+en+Or,198?,Free Game Blot,ZX Spectrum
29938,une chenille verte,https://www.uvlist.net/game-266975-Une+Chenille+Verte,198?,Sprites,Laser 200
29939,une cot planète,https://www.uvlist.net/game-227053-Une+cot+planete,2016,Red fowl,Linux
29940,unearned bounty,https://www.uvlist.net/game-228713-Unearned+Bounty,2017,Extrokold Games,Linux
29941,unearned bounty,https://www.uvlist.net/game-228714-Unearned+Bounty,2017,Extrokold Games,Mac OS X
29942,unearthed,https://www.uvlist.net/game-41330-Unearthed,?,?,Internet Only
29943,unearthed: trail of ibn battuta,https://www.uvlist.net/game-190382-Unearthed+Trail+of+Ibn+Battuta,?,Semaphore,iOS
29944,unearthed: trail of ibn battuta ,https://www.uvlist.net/game-202267-Unearthed+Trail+of+Ibn+Battuta,2014,Semaphore,Windows
29945,unearthing colossal,https://www.uvlist.net/game-221130-Unearthing+Colossal,2016,Power Up to Maximum;Liens,Linux
29946,unending bloodycall,https://www.uvlist.net/game-216123-UnENDing+BloodyCall,2012,Bluemoon,PSP
29947,unepic,https://www.uvlist.net/game-185802-UnEpic,2011,author,Windows
29948,unepic,https://www.uvlist.net/game-191161-UnEpic,2014,author,Linux
29949,unepic,https://www.uvlist.net/game-210923-UnEpic,2014,author,Mac OS X
29950,unepic,https://www.uvlist.net/game-241019-Unepic,2017,Francis Cota ,Switch
29951,unepic,https://www.uvlist.net/game-246027-Unepic,2016,EnjoyUp Games,PS4
29952,unepic,https://www.uvlist.net/game-246028-Unepic,2014,EnjoyUp Games,Wii U
29953,unepic,https://www.uvlist.net/game-246029-Unepic,2016,EnjoyUp Games ,Xbox One
29954,unequal,https://www.uvlist.net/game-182795-Unequal,2008,author,Linux
29955,unexplored,https://www.uvlist.net/game-231591-Unexplored,2017,Ludomotion,Linux
29956,unexplored,https://www.uvlist.net/game-262736-Unexplored,2017,Ludomotion,Windows
29957,unexplored: unlocked edition ,https://www.uvlist.net/game-259458-Unexplored+Unlocked+Edition,2018,Digerati Distribution,Switch
29958,unfabulous,https://www.uvlist.net/game-185004-Unfabulous,2006,THQ;Viacom International ,GBA
29959,unfinished - an artist's lament,https://www.uvlist.net/game-215702-Unfinished+An+Artists+Lament,2015,Dust Scratch Games,Linux
29960,unfinished business,https://www.uvlist.net/game-219442-Unfinished+Business,2015,Domini,Linux
29961,unfinished demo,https://www.uvlist.net/game-224779-unfinished+demo,2016,resting depressed face,Linux
29962,unfolded: camellia tales,https://www.uvlist.net/game-268019-Unfolded+Camellia+Tales,2021,COSDOTS,Windows
29963,unforeseen incidents,https://www.uvlist.net/game-243962-Unforeseen+Incidents,2018,Application Systems Heidelberg ,Linux
29964,unforeseen incidents,https://www.uvlist.net/game-248320-Unforeseen+Incidents,2018,Application Systems Heidelberg Software,Windows
29965,unforgettable you,https://www.uvlist.net/game-258836-Unforgettable+You,2021,FromHomeGames;NanningsGames,Linux
29966,unforgiving - a northern hymn,https://www.uvlist.net/game-247516-Unforgiving+A+Northern+Hymn,2017,Angry Demon Studio,Windows
29967,unforgiving trials: the darkest crusade,https://www.uvlist.net/game-247608-Unforgiving+Trials+The+Darkest+Crusade,2016,Amaterasu Software,Windows
29968,unforgiving trials: the space crusade,https://www.uvlist.net/game-247625-Unforgiving+Trials+The+Space+Crusade,2016,Amaterasu Software,Windows
29969,unfortunately ninja,https://www.uvlist.net/game-268020-Unfortunately+Ninja,TBA,author,Windows
29970,ungodly earth,https://www.uvlist.net/game-208948-Ungodly+Earth,?,?,Linux
29971,ungra walker,https://www.uvlist.net/game-110955-Ungra+Walker,2002,Success,PS
29972,ungrounded,https://www.uvlist.net/game-229963-Ungrounded,2017,author,Linux
29973,unhack,https://www.uvlist.net/game-203989-Unhack,2014,InvertMouse,Linux
29974,unhack,https://www.uvlist.net/game-264822-Unhack,2014,InvertMouse,Windows
29975,unhack 2,https://www.uvlist.net/game-228411-Unhack+2,2017,InvertMouse,Linux
29976,unhappy ever after,https://www.uvlist.net/game-228838-Unhappy+Ever+After,2017,Warped Tales,Linux
29977,unhappy ever after,https://www.uvlist.net/game-228839-Unhappy+Ever+After,2017,Warped Tales,Mac OS X
29978,unheard - voices of crime edition,https://www.uvlist.net/game-272662-Unheard+Voices+of+Crime+Edition,2023,505 Games,Switch
29979,unholy heights,https://www.uvlist.net/game-221012-Unholy+Heights,2016,AGM PLAYISM,Linux
29980,unholy heights,https://www.uvlist.net/game-246030-Unholy+Heights,2016,Bergsala Lightweight,3DS
29981,unholy heights,https://www.uvlist.net/game-246031-Unholy+Heights,2016,Teyon ,PS4
29982,unholy heights ,https://www.uvlist.net/game-198385-Unholy+Heights,2013,Playism;Active Gaming Media ,Windows
29983,unholy heights ,https://www.uvlist.net/game-198386-Unholy+Heights,2012,? ,X360
29984,unholy knights,https://www.uvlist.net/game-239435-Unholy+Knights,?,author,Linux
29985,unholy neighbourhood,https://www.uvlist.net/game-267221-Unholy+Neighbourhood,2023,Dali Games,Windows
29986,unholy sanctuary ,https://www.uvlist.net/game-204856-UnHolY+SaNctuaRy,2013,anhori production,Windows
29987,unholy union,https://www.uvlist.net/game-216881-Unholy+Union,2014,rje,Linux
29988,uni,https://www.uvlist.net/game-231260-Uni,2017,GAMELOFT,TizenOS
29989,uni,https://www.uvlist.net/game-249568-UNI,2019,Game Museum,Windows
29990,uniball,https://www.uvlist.net/game-234296-UniBall,2017, StormBrewers	,Linux
29991,unichan,https://www.uvlist.net/game-225137-Unichan,2016,Umiloo,Linux
29992,unicorn dungeon,https://www.uvlist.net/game-253987-Unicorn+Dungeon,2021,Stand Off Software,Linux
29993,unicorn dungeon,https://www.uvlist.net/game-268022-Unicorn+Dungeon,2018,Stand Off Software,Windows
29994,unicorn overlord,https://www.uvlist.net/game-274782-Unicorn+Overlord,2024,Sega ,Switch
29995,unicorn overlord,https://www.uvlist.net/game-274783-Unicorn+Overlord,2024,Sega ,PS4
29996,unicorn overlord,https://www.uvlist.net/game-274784-Unicorn+Overlord,2024,Sega ,PS5
29997,unicorn overlord,https://www.uvlist.net/game-274785-Unicorn+Overlord,2024,Sega ,Xbox Series X
29998,unicron,https://www.uvlist.net/game-166339-Unicron,?,?,C64
29999,unicron ii,https://www.uvlist.net/game-166338-Unicron+II,1990,?,C128
30000,uninvited,https://www.uvlist.net/game-40074-Uninvited,1987,Mindscape ,Atari ST
30001,uninvited,https://www.uvlist.net/game-50170-Uninvited,1988,Mindscape ,Apple IIGS
30002,uninvited,https://www.uvlist.net/game-99170-Uninvited,1987,Icom Simulations;Mindscape ,Amiga
30003,uninvited,https://www.uvlist.net/game-155966-Uninvited,1986,Mindscape ,Mac OS Classic
30004,uninvited,https://www.uvlist.net/game-156021-Uninvited,1987,Icom Simulations;Mindscape,C64
30005,uninvited,https://www.uvlist.net/game-213415-Uninvited,1987,Mindscape ,MS-DOS
30006,uninvited ,https://www.uvlist.net/game-8413-Uninvited,1989,Kemco;Seika ,NES
30007,union jack,https://www.uvlist.net/game-49835-Union+Jack,1986,?,Amstrad CPC
30008,unione,https://www.uvlist.net/game-241815-UniOne,2017,PlayColorfulGames,Linux
30009,uniquest,https://www.uvlist.net/game-166337-Uniquest,?,?,C128
30010,uniracers ,https://www.uvlist.net/game-7030-Uniracers,1994,Nintendo ,SNES
30011,unit 13,https://www.uvlist.net/game-221903-Unit+13,2012,Sony Computer Entertainment ,PS Vita
30012,unit 4,https://www.uvlist.net/game-246032-Unit+4,2017,Gamera Games ,Xbox One
30013,united,https://www.uvlist.net/game-209783-United,1984,CCS,ZX Spectrum
30014,united parcel samurai,https://www.uvlist.net/game-227491-United+Parcel+Samurai,2016,amp,Linux
30015,united pixtures,https://www.uvlist.net/game-235807-United+Pixtures,1993,Kirin Entertainment,Win3.1
30016,united states,https://www.uvlist.net/game-254390-United+States,1985,UpTime,Apple II E
30017,united states adventure,https://www.uvlist.net/game-182248-United+States+Adventure,?,First Star Software,Apple II E
30018,united states air force,https://www.uvlist.net/game-44802-United+States+Air+Force,1999,Electronic Arts;Jane's Combat Simulations ,Windows
30019,united states war game: east versus west,https://www.uvlist.net/game-263400-United+States+War+Game+East+Versus+West,1979,Creative Computing,DEC PDP-1
30020,unitology converter,https://www.uvlist.net/game-246033-Unitology+Converter,?,drMikey Studios,Android
30021,unitrax,https://www.uvlist.net/game-5948-Unitrax,?,Unitrax,SNES
30022,unitrax,https://www.uvlist.net/game-15450-Unitrax,1988,Domark,ZX Spectrum
30023,unitrax,https://www.uvlist.net/game-34229-Unitrax,1988,Domark,C64
30024,unitrax,https://www.uvlist.net/game-49836-Unitrax,1988,Domark,Amstrad CPC
30025,unitrax entertainment system,https://www.uvlist.net/game-5956-Unitrax+Entertainment+System,?,Unitrax,SNES
30026,unitroids,https://www.uvlist.net/game-191372-Unitroids,2012,Unity Technologies ,Linux
30027,unity,https://www.uvlist.net/game-107161-Unity,?,Yeshuateinu Company,Internet Only
30028,unity,https://www.uvlist.net/game-205384-Unity,2014,MalboM,Linux
30029,unity of command,https://www.uvlist.net/game-193255-Unity+of+Command,2013,2 x 2 Games,Linux
30030,unity of command - red turn,https://www.uvlist.net/game-193747-Unity+of+Command+Red+Turn,2012,2x2 Games ,Mac OS X
30031,unity of command - red turn,https://www.uvlist.net/game-193748-Unity+of+Command+Red+Turn,2012,2x2 Games ,Windows
30032,unity of command - red turn,https://www.uvlist.net/game-194440-Unity+of+Command+Red+Turn,2012,2x2 Games ,Linux
30033,unity of command ,https://www.uvlist.net/game-193745-Unity+of+Command,2012,2x2 Games ,Windows
30034,unity of command ,https://www.uvlist.net/game-193746-Unity+of+Command,2012,2x2 Games ,Mac OS X
30035,unity of command: black turn,https://www.uvlist.net/game-212206-Unity+of+Command+Black+Turn,2013,2x2 Games,Linux
30036,unium,https://www.uvlist.net/game-214480-Unium,2015,Kittehface Software,Linux
30037,unium,https://www.uvlist.net/game-246034-Unium,2009,Kittehface Software,Android
30038,univac startrek,https://www.uvlist.net/game-258936-UNIVAC+Startrek,1979,author,custom
30039,univac startrek,https://www.uvlist.net/game-258937-UNIVAC+Startrek,1979,author,Sol-20
30040,universal boxing manager,https://www.uvlist.net/game-173221-Universal+Boxing+Manager,2005,Winter Wolves,Linux
30041,universal chaos ,https://www.uvlist.net/game-222257-Universal+Chaos,1988,Telegames ,Atari 2600
30042,universal civilization,https://www.uvlist.net/game-209320-Universal+Civilization,2013,skmskm,Linux
30043,universal combat ,https://www.uvlist.net/game-172953-Universal+Combat,2004,3000AD;DreamCatcher Interactive ,Windows
30044,universal flight simulator,https://www.uvlist.net/game-274607-Universal+Flight+Simulator,2022,Pix Arts,Switch
30045,universal hata kansen kaiseki: pachi-slot simulator ,https://www.uvlist.net/game-110956-Universal+Hata+Kansen+Kaiseki+Pachi+Slot+Simulator,1995,Human,PS
30046,universal hero,https://www.uvlist.net/game-203490-Universal+Hero,1987,Mastertronic,Atari 400/800
30047,universal hero ,https://www.uvlist.net/game-15451-Universal+Hero,1986,Mastertronic ,ZX Spectrum
30048,universal history of light,https://www.uvlist.net/game-213619-Universal+History+of+Light,2014,increpare games,Linux
30049,universal nuts,https://www.uvlist.net/game-110958-Universal+Nuts,1998,Lay-Up,PS
30050,universal nuts ,https://www.uvlist.net/game-165613-Universal+Nuts,1997,Lay-Up,Saturn
30051,universal soldier,https://www.uvlist.net/game-6960-Universal+Soldier,1992,Accolade;Ballistic;Carolco,SNES
30052,universal soldier,https://www.uvlist.net/game-9125-Universal+Soldier,1992,Accolade ,GB
